tourism_arrivals,gdp,inflation,unemployment,year
64049459.3303592,1264217335217.99,3.75017465778466,0.0,2002
4115799.8046875,5055587093501.59,-0.024995834027731,2.809,2020
1871000.0,13686329890.1191,9.15760507540997,12.98,2004
7630000.0,241337364609.738,2.5489783020855,15.354,2011
1037000.0,12705350097.8044,9.98002515350979,0.0,2000
0.0,1487173794.80528,9.76909936973542,0.0,2021
139000.0,824150498.653536,0.724470134874729,0.0,2015
62437036.0111398,1403811162961.75,3.96677908889859,11.0438316685884,2010
3286000.0,21046462280.5979,-1.42916666666665,13.006,2016
0.0,1426190711693.48,3.68181341625572,0.0,2020
4908000.0,69208400000.0,0.0,11.4,2001
10133000.0,120296476180.402,1.62690887314091,2.6,2001
199000.0,53369787318.6245,2.20825620937535,3.27,2000
9784000.0,110080631332.375,0.9069249096918,8.91,2011
592000.0,90496420506.5957,9.35597215533784,0.0,2015
0.0,16577533891.8785,2.53077516737987,0.0,2000
959000.0,13708925477.1304,5.01804155429246,14.1,2012
303000.0,844040740.740741,2.15333648840511,0.0,2017
0.0,7491649455.92717,0.0,0.0,2018
0.0,36465232446694.9,8.30646124447623,0.0,2022
1821000.0,0.0,-0.417929020080758,0.0,2008
0.0,5861427505.12493,2.41080198403165,16.543,2021
0.0,19165500000.0,3.74122391852077,24.42,2022
0.0,8103901996.37024,0.0,0.0,2005
0.0,8827272727.27273,0.0,0.0,2005
70719000.0,2417508414187.19,3.34783258401022,6.723,2008
948000.0,1868555555.55556,-3.07821765676927,0.0,2016
0.0,40773241177.0505,2.43760882182236,0.0,2020
432000.0,62973857068.5113,4.14263718082171,5.35,1999
3181000.0,5756912265.75809,3.29611089718909,11.573,1999
9192000.0,55852123989.9504,0.890093540913002,12.941,2013
0.0,22613287.5389074,0.0,0.0,2001
5199.99980926514,114838500.0,0.0,0.0,2000
1302000.0,23214593516.2095,7.48077770703754,5.922,2002
809619000.0,15764812909324.1,0.19934382657075,10.8184432004377,2014
19100.0003814697,253541900.0,4.63737008585635,0.0,2006
1029000.0,49114321280.3466,2.08244793880154,19.223,2014
0.0,184137600000.0,-1.12094477457175,4.618,2001
1309000.0,12361257680.5627,6.93621470895774,3.211,2007
37000.0,3968000000.0,4.40303221730888,23.004,2003
92563000.0,1154667551775.88,3.36881409750383,9.146,2005
433149966.010616,17501017014718.0,5.67533350732013,5.37362811954904,2011
5361000.0,306445871246.718,0.674192536845408,3.068,2015
2032000.0,12426907967.1578,7.11017897486099,20.203,2010
487000.0,1179000000.0,0.0,0.0,2019
0.0,2042436971778.64,7.05298238454743,0.0,2023
0.0,31988920000.0,7.19861615609867,2.999,2022
1064000.0,14902488604.2421,4.76502404779142,0.0,2013
157000.0,12837307496.8821,2.96760366004456,0.0,2018
11888000.0,8246479565.94248,-1.56245203671305,5.995,2003
45762000.0,45013119281.806,3.31717824448045,12.598,2005
3791000.0,16306935905.4138,6.74845027893112,10.033,2005
944000.0,7167725264.75135,0.299999999999967,0.0,2003
51000.0,1042534600.0,13.499840238577,0.0,2011
0.0,35763964842420.9,4.26635754479805,6.44402866257344,2021
1560000.0,4054730077.57718,1.54869158222486,17.555,2015
12000.0,1337894378.73743,2.88352073359022,0.0,2005
771000.0,1378829629.62963,1.08944157435355,0.0,2014
0.0,17170464016.0593,2.65241828695626,0.0,2012
3480000.0,62222325807.0578,7.88198870879619,8.836,2019
148000.0,1117113079.73645,13.2520699188224,0.0,2005
2045000.0,66627729311.4495,2.67709257711605,5.282,2002
245231108.208586,7173658125839.24,4.37376887067266,0.0,2009
1296000.0,1032452000.0,0.0,0.0,2016
0.0,2017680834.89917,0.0,1.8,2006
0.0,383817841547.099,5.04493288977539,7.974,2020
0.0,29215726004.7765,12.0357805974299,18.546,2000
1371000.0,13713506130.6081,3.66699702675916,6.752,2017
82400.0015258789,909421043.508407,5.32935073101715,4.046,2020
0.0,1067109530.64798,0.0,4.17,2000
0.0,241086470734.391,4.22934419929261,0.0,2023
13025000.0,91030967789.0717,48.6998646434424,9.14,2015
0.0,32928454672.4246,19.316694601979,0.0,2002
5064000.0,23141616604.5242,2.72103284850455,14.55,2002
67000.0,592416703.058878,4.35643374510453,0.0,1999
65756226.1253439,1480176106051.1,2.47857885221637,0.0,2019
0.0,14235420174.1884,3.48393567493209,0.0,2020
271000.0,65108544250.0425,7.5875363850469,0.0,2004
3104000.0,171457201935.968,3.08550609131276,3.458,2000
0.0,14452048668851.0,8.47117645590892,6.74422157053229,2022
6550000.0,129087556612.449,9.4947107032486,27.18,2002
1361000.0,16095337093.8366,11.6240355442426,0.0,2004
1399.99997615814,38760982.6540096,0.0,0.0,2014
1402000.0,30744473841.424,5.20971705914209,3.428,2017
8508000.0,138646316321.596,0.543133148199567,0.0,2018
4645000.0,9981960000.0,2.06273473452682,14.25,2009
0.0,407091920305.404,3.30517811237606,5.094,2023
0.0,4348297440387.53,3.06666666666673,3.594,2021
16644000.0,34129544764.2666,1.08944157435355,0.0,2014
511000.0,9206301269.79164,4.40736089644516,10.394,2007
0.0,0.0,0.0,0.0,2009
2628000.0,35064105500.8344,3.83082838168467,2.12,2002
1686000.0,33590500000.0,0.0,3.31,2002
1824000.0,49975540954.8465,0.839262246793887,5.858,2009
0.0,3281419347.37053,0.0,0.0,2023
12489000.0,127341147581.818,1.80391671141896,0.0,2018
2082000.0,19756533971.8698,6.12924930313022,7.078,2014
124198110.590745,2311526769335.92,3.23464817293927,4.31339082083328,2003
101000.0,6238629487.01331,0.0,0.0,2005
289300101.805405,17201604143343.6,1.93321335810515,4.34015999283051,2019
20093300.3505309,1215354010728.33,6.4293968107234,0.0,2011
0.0,19910452541.9219,10.4930409984424,0.0,2022
71729395.1557745,205051950301.873,0.608325395664993,0.0,2016
0.0,41182939600.67,7.6507917679853,0.0,2022
0.0,1191423176242.96,10.7737512242899,0.0,2022
1514000.0,17271760506.9483,9.44758091616984,6.654,2003
0.0,5705052134.54253,0.0,0.0,2005
11619000.0,201753123806.695,54.4001887619075,8.381,2001
0.0,6229801580.79157,13.0403036347004,14.852,2022
20547389.6381497,54539803687.0758,3.29611089718909,0.0,1999
1396000.0,270348342541.465,2.52663500084706,15.983,2020
0.0,471229484.607144,9.81932791540146,0.0,2020
0.0,1796608530.82267,9.39383877456591,2.666,2022
1285000.0,2469782681.56425,3.60802438784541,0.0,2006
25484888.2669086,90029266147.266,3.12226204699354,0.0,2004
560000.0,17330833852.919,0.0,0.2,2006
21595000.0,306602070620.5,21.4770072117159,8.978,2001
0.0,605914237903.742,3.37446972618589,3.155,2020
0.0,0.0,4.35849695328369,46.3,2007
27591739.1077442,623833822033.598,5.30297697364859,0.0,2003
0.0,4364670160.00146,0.0,0.0,2012
445000.0,771014814.814815,3.43650905943351,0.0,2010
4447000.0,940259888787.721,5.79652337561634,0.0,2006
2649000.0,232468663109.595,4.20251661216482,12.066,2009
0.0,0.0,0.0,0.0,2015
3034000.0,220552442865.106,4.55216016859853,7.704,2008
22600.0003814697,640000000.0,0.0,0.0,2012
1750746690.46876,64152276357316.9,8.94995335353387,0.0,2008
7099.99990463257,76198394.8202671,12.2089456308977,14.4,2000
0.0,13266857904728.0,0.186938139702131,7.83252265261382,2020
